<br /><br />I started watching the show in reruns in 2001	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'started', 'watching', 'the', 'show', 'in', 'reruns', 'in', '2001']
So, why isn't this movie out on DVD? Don't the Producers realize the Internet Movie Database is a marketing gift for such a film? And 'The Return of The Soldier' is definitely a gem waiting to be discovered	['So', ',', 'why', 'is', "n't", 'this', 'movie', 'out', 'on', 'DVD', '?', 'Do', "n't", 'the', 'Producers', 'realize', 'the', 'Internet', 'Movie', 'Database', 'is', 'a', 'marketing', 'gift', 'for', 'such', 'a', 'film', '?', 'And', "'The", 'Return', 'of', 'The', 'Soldier', "'", 'is', 'definitely', 'a', 'gem', 'waiting', 'to', 'be', 'discovered']
One of the best love stories I have ever seen	['One', 'of', 'the', 'best', 'love', 'stories', 'I', 'have', 'ever', 'seen']
It is a bit like watching a train wreck in slow motion, but lovely nonetheless	['It', 'is', 'a', 'bit', 'like', 'watching', 'a', 'train', 'wreck', 'in', 'slow', 'motion', ',', 'but', 'lovely', 'nonetheless']
Big Edie and Little Edie seem a bit like family members after watching this movie repeatedly, and are infinitely quotable: "It's a goddamned beautiful day, now will you just shut up?" The opening explanation of Little Edie's costume only promises that the movie will live on forever, and so will Big Edie "The World Famous Singer" and Little Edie " The World Famous Dancer	['Big', 'Edie', 'and', 'Little', 'Edie', 'seem', 'a', 'bit', 'like', 'family', 'members', 'after', 'watching', 'this', 'movie', 'repeatedly', ',', 'and', 'are', 'infinitely', 'quotable', ':', '``', 'It', "'s", 'a', 'goddamned', 'beautiful', 'day', ',', 'now', 'will', 'you', 'just', 'shut', 'up', '?', "''", 'The', 'opening', 'explanation', 'of', 'Little', 'Edie', "'s", 'costume', 'only', 'promises', 'that', 'the', 'movie', 'will', 'live', 'on', 'forever', ',', 'and', 'so', 'will', 'Big', 'Edie', '``', 'The', 'World', 'Famous', 'Singer', "''", 'and', 'Little', 'Edie', '``', 'The', 'World', 'Famous', 'Dancer']
Anyone who has experienced the terrors of divorce will empathize with this indie film's protagonist, a scared little boy who believes a zombie is hiding in his closet	['Anyone', 'who', 'has', 'experienced', 'the', 'terrors', 'of', 'divorce', 'will', 'empathize', 'with', 'this', 'indie', 'film', "'s", 'protagonist', ',', 'a', 'scared', 'little', 'boy', 'who', 'believes', 'a', 'zombie', 'is', 'hiding', 'in', 'his', 'closet']
Is Jake (a mesmerizing Anthony DeMarco) simply "transferring" the trauma of two bickering parents to an understandable image? Or could the creature be real? Writer/director Shelli Ryan neatly balances both possibilities and keeps the audience guessing	['Is', 'Jake', '(', 'a', 'mesmerizing', 'Anthony', 'DeMarco', ')', 'simply', '``', 'transferring', "''", 'the', 'trauma', 'of', 'two', 'bickering', 'parents', 'to', 'an', 'understandable', 'image', '?', 'Or', 'could', 'the', 'creature', 'be', 'real', '?', 'Writer/director', 'Shelli', 'Ryan', 'neatly', 'balances', 'both', 'possibilities', 'and', 'keeps', 'the', 'audience', 'guessing']
Her choice of using one setting - a suburban house - adds to the feeling of desperation and claustrophobia	['Her', 'choice', 'of', 'using', 'one', 'setting', '-', 'a', 'suburban', 'house', '-', 'adds', 'to', 'the', 'feeling', 'of', 'desperation', 'and', 'claustrophobia']
<br /><br />Brooke Bloom and Peter Sean Bridgers are highly convincing as the angry, but loving parents	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Brooke', 'Bloom', 'and', 'Peter', 'Sean', 'Bridgers', 'are', 'highly', 'convincing', 'as', 'the', 'angry', ',', 'but', 'loving', 'parents']
However it is the creepy minor characters, Mrs	['However', 'it', 'is', 'the', 'creepy', 'minor', 'characters', ',', 'Mrs']
Bender(Barbara Gruen), an unhinged babysitter and Sam Stone (Ben Bode), a sleazy Real estate agent that linger in the mind	['Bender', '(', 'Barbara', 'Gruen', ')', ',', 'an', 'unhinged', 'babysitter', 'and', 'Sam', 'Stone', '(', 'Ben', 'Bode', ')', ',', 'a', 'sleazy', 'Real', 'estate', 'agent', 'that', 'linger', 'in', 'the', 'mind']
Jake's Closet is a darkly inspired portrait of childhood as a special kind of Hell	['Jake', "'s", 'Closet', 'is', 'a', 'darkly', 'inspired', 'portrait', 'of', 'childhood', 'as', 'a', 'special', 'kind', 'of', 'Hell']
This is what the musical genre was made of	['This', 'is', 'what', 'the', 'musical', 'genre', 'was', 'made', 'of']
Humor, talent, romance, and action all rolled into one	['Humor', ',', 'talent', ',', 'romance', ',', 'and', 'action', 'all', 'rolled', 'into', 'one']
Marlon Brando, although not a singer, did a great job winning the hearts of many with his portrayal of Sky Masterson	['Marlon', 'Brando', ',', 'although', 'not', 'a', 'singer', ',', 'did', 'a', 'great', 'job', 'winning', 'the', 'hearts', 'of', 'many', 'with', 'his', 'portrayal', 'of', 'Sky', 'Masterson']
The fact that he couldn't sing added to his character	['The', 'fact', 'that', 'he', 'could', "n't", 'sing', 'added', 'to', 'his', 'character']
The ladies in the film were alright, but the men in the movie definitely stole the show	['The', 'ladies', 'in', 'the', 'film', 'were', 'alright', ',', 'but', 'the', 'men', 'in', 'the', 'movie', 'definitely', 'stole', 'the', 'show']
<br /><br />It is a true classic that can be appreciated at any age	['<', 'br', '/', '>', '<', 'br', '/', '>', 'It', 'is', 'a', 'true', 'classic', 'that', 'can', 'be', 'appreciated', 'at', 'any', 'age']
It connects with all audiences and makes you smile and laugh	['It', 'connects', 'with', 'all', 'audiences', 'and', 'makes', 'you', 'smile', 'and', 'laugh']
<br /><br />Definitely a movie to be watched and enjoyed	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Definitely', 'a', 'movie', 'to', 'be', 'watched', 'and', 'enjoyed']
This movie wraps around the dinner table with a group of friends, some you like, some you don't	['This', 'movie', 'wraps', 'around', 'the', 'dinner', 'table', 'with', 'a', 'group', 'of', 'friends', ',', 'some', 'you', 'like', ',', 'some', 'you', 'do', "n't"]
Their stories are not one smooth, happy with everyone and everything, type of life--much like real life	['Their', 'stories', 'are', 'not', 'one', 'smooth', ',', 'happy', 'with', 'everyone', 'and', 'everything', ',', 'type', 'of', 'life', '--', 'much', 'like', 'real', 'life']
Some story lines do not evolve, they just happen	['Some', 'story', 'lines', 'do', 'not', 'evolve', ',', 'they', 'just', 'happen']
But like true families and good friends, they stick together	['But', 'like', 'true', 'families', 'and', 'good', 'friends', ',', 'they', 'stick', 'together']
The wanna-be parents who are buying a baby are such a--holes! You are happy for the ending	['The', 'wanna-be', 'parents', 'who', 'are', 'buying', 'a', 'baby', 'are', 'such', 'a', '--', 'holes', '!', 'You', 'are', 'happy', 'for', 'the', 'ending']
Poor Delmar is stuck between a rock and a boulder taking care of herself, her mom, her son, and trying to keep all their lives together	['Poor', 'Delmar', 'is', 'stuck', 'between', 'a', 'rock', 'and', 'a', 'boulder', 'taking', 'care', 'of', 'herself', ',', 'her', 'mom', ',', 'her', 'son', ',', 'and', 'trying', 'to', 'keep', 'all', 'their', 'lives', 'together']
This does not end with a sunset walk or house in the 'burbs and all are living in a dream world, but is a very real life portrayal of people living day to day, month to month	['This', 'does', 'not', 'end', 'with', 'a', 'sunset', 'walk', 'or', 'house', 'in', 'the', "'burbs", 'and', 'all', 'are', 'living', 'in', 'a', 'dream', 'world', ',', 'but', 'is', 'a', 'very', 'real', 'life', 'portrayal', 'of', 'people', 'living', 'day', 'to', 'day', ',', 'month', 'to', 'month']
Overall, this is a good story and a great movie!	['Overall', ',', 'this', 'is', 'a', 'good', 'story', 'and', 'a', 'great', 'movie', '!']
This is an excellent modern-day film noir	['This', 'is', 'an', 'excellent', 'modern-day', 'film', 'noir']
"excellent" in that it's interesting, start-to-finish	['``', 'excellent', "''", 'in', 'that', 'it', "'s", 'interesting', ',', 'start-to-finish']
There are some holes in here and some goofy parts that make you shake your head in disbelief	['There', 'are', 'some', 'holes', 'in', 'here', 'and', 'some', 'goofy', 'parts', 'that', 'make', 'you', 'shake', 'your', 'head', 'in', 'disbelief']
but I haven't found anyone who didn't get caught up in this story	['but', 'I', 'have', "n't", 'found', 'anyone', 'who', 'did', "n't", 'get', 'caught', 'up', 'in', 'this', 'story']
The movie has the right amount of action, suspense, plot twists and interesting characters	['The', 'movie', 'has', 'the', 'right', 'amount', 'of', 'action', ',', 'suspense', ',', 'plot', 'twists', 'and', 'interesting', 'characters']
In addition, it sports some nice colors and cinematography plus a good guitar-based soundtrack	['In', 'addition', ',', 'it', 'sports', 'some', 'nice', 'colors', 'and', 'cinematography', 'plus', 'a', 'good', 'guitar-based', 'soundtrack']
<br /><br />I labeled this crime movie a "film noir" because it's gritty and the all the characters are no good	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'labeled', 'this', 'crime', 'movie', 'a', '``', 'film', 'noir', "''", 'because', 'it', "'s", 'gritty', 'and', 'the', 'all', 'the', 'characters', 'are', 'no', 'good']
Even the only supposed-good guy, played by Nicholas Cage, gets himself in trouble by lying and has a quick affair he should't have	['Even', 'the', 'only', 'supposed-good', 'guy', ',', 'played', 'by', 'Nicholas', 'Cage', ',', 'gets', 'himself', 'in', 'trouble', 'by', 'lying', 'and', 'has', 'a', 'quick', 'affair', 'he', "should't", 'have']
He also does something at the end which isn't right, but I'm not going the spoil it by saying	['He', 'also', 'does', 'something', 'at', 'the', 'end', 'which', 'is', "n't", 'right', ',', 'but', 'I', "'m", 'not', 'going', 'the', 'spoil', 'it', 'by', 'saying']
Suffice to say, however, that the rest of the characters are so bad they make Cage look good!<br /><br />Speaking of "bad guys," does anyone do it better than Dennis Hopper? Not many	['Suffice', 'to', 'say', ',', 'however', ',', 'that', 'the', 'rest', 'of', 'the', 'characters', 'are', 'so', 'bad', 'they', 'make', 'Cage', 'look', 'good', '!', '<', 'br', '/', '>', '<', 'br', '/', '>', 'Speaking', 'of', '``', 'bad', 'guys', ',', "''", 'does', 'anyone', 'do', 'it', 'better', 'than', 'Dennis', 'Hopper', '?', 'Not', 'many']
At least in the "deranged" category, he's tough to beat	['At', 'least', 'in', 'the', '``', 'deranged', "''", 'category', ',', 'he', "'s", 'tough', 'to', 'beat']
Lara Flynn Boyle is fun to watch for a bunch of reasons	['Lara', 'Flynn', 'Boyle', 'is', 'fun', 'to', 'watch', 'for', 'a', 'bunch', 'of', 'reasons']
Walsh gives another great supporting performance, too	['Walsh', 'gives', 'another', 'great', 'supporting', 'performance', ',', 'too']
<br /><br />This is one of those films that never got much publicity, but it should have	['<', 'br', '/', '>', '<', 'br', '/', '>', 'This', 'is', 'one', 'of', 'those', 'films', 'that', 'never', 'got', 'much', 'publicity', ',', 'but', 'it', 'should', 'have']
By the way, try saying the name of this movie out loud three times fast without messing it up	['By', 'the', 'way', ',', 'try', 'saying', 'the', 'name', 'of', 'this', 'movie', 'out', 'loud', 'three', 'times', 'fast', 'without', 'messing', 'it', 'up']
Jim Carrey is good as usual, and even though there are quite a few "Jim Carrey moments", it's definitely not a "Jim Carrey movie"	['Jim', 'Carrey', 'is', 'good', 'as', 'usual', ',', 'and', 'even', 'though', 'there', 'are', 'quite', 'a', 'few', '``', 'Jim', 'Carrey', 'moments', "''", ',', 'it', "'s", 'definitely', 'not', 'a', '``', 'Jim', 'Carrey', 'movie', "''"]
<br /><br />It's targeted mostly at children, and I managed to enjoy it as such movie	['<', 'br', '/', '>', '<', 'br', '/', '>', 'It', "'s", 'targeted', 'mostly', 'at', 'children', ',', 'and', 'I', 'managed', 'to', 'enjoy', 'it', 'as', 'such', 'movie']
It was promoted in Israel as another Jim Carrey movie, so those who expected a weird over the top comedy were disappointed	['It', 'was', 'promoted', 'in', 'Israel', 'as', 'another', 'Jim', 'Carrey', 'movie', ',', 'so', 'those', 'who', 'expected', 'a', 'weird', 'over', 'the', 'top', 'comedy', 'were', 'disappointed']
<br /><br />The movie has nice moments and works well as a movie for kids	['<', 'br', '/', '>', '<', 'br', '/', '>', 'The', 'movie', 'has', 'nice', 'moments', 'and', 'works', 'well', 'as', 'a', 'movie', 'for', 'kids']
I can't say I LOVED this movie, but then again I'm not its target audience	['I', 'ca', "n't", 'say', 'I', 'LOVED', 'this', 'movie', ',', 'but', 'then', 'again', 'I', "'m", 'not', 'its', 'target', 'audience']
There are many police dramas doing the rounds	['There', 'are', 'many', 'police', 'dramas', 'doing', 'the', 'rounds']
It's probably to do with the old basic theme of good versus evil	['It', "'s", 'probably', 'to', 'do', 'with', 'the', 'old', 'basic', 'theme', 'of', 'good', 'versus', 'evil']
<br /><br />This film has a documentary style as we follow the difficult initiation of Anne, a raw recruit, into a police squad stationed in the Baltic area	['<', 'br', '/', '>', '<', 'br', '/', '>', 'This', 'film', 'has', 'a', 'documentary', 'style', 'as', 'we', 'follow', 'the', 'difficult', 'initiation', 'of', 'Anne', ',', 'a', 'raw', 'recruit', ',', 'into', 'a', 'police', 'squad', 'stationed', 'in', 'the', 'Baltic', 'area']
No attempt is made to glamorise the police	['No', 'attempt', 'is', 'made', 'to', 'glamorise', 'the', 'police']
They are truly down to earth, harsh at times and unforgiving, Anne on the other hand has a soft heart perhaps a little more understanding of the human condition	['They', 'are', 'truly', 'down', 'to', 'earth', ',', 'harsh', 'at', 'times', 'and', 'unforgiving', ',', 'Anne', 'on', 'the', 'other', 'hand', 'has', 'a', 'soft', 'heart', 'perhaps', 'a', 'little', 'more', 'understanding', 'of', 'the', 'human', 'condition']
Against all rules she sometimes holds back incriminating information found on her strip searches and other investigations	['Against', 'all', 'rules', 'she', 'sometimes', 'holds', 'back', 'incriminating', 'information', 'found', 'on', 'her', 'strip', 'searches', 'and', 'other', 'investigations']
There is not much feeling of optimism in it	['There', 'is', 'not', 'much', 'feeling', 'of', 'optimism', 'in', 'it']
The police seem to be involved in a losing battle	['The', 'police', 'seem', 'to', 'be', 'involved', 'in', 'a', 'losing', 'battle']
Tomorrow there will be more bashings, more murders, more family break-ups, and more distressed children	['Tomorrow', 'there', 'will', 'be', 'more', 'bashings', ',', 'more', 'murders', ',', 'more', 'family', 'break-ups', ',', 'and', 'more', 'distressed', 'children']
<br /><br />As days go by Anne becomes more intimately involved with the police and with the families they are investigating	['<', 'br', '/', '>', '<', 'br', '/', '>', 'As', 'days', 'go', 'by', 'Anne', 'becomes', 'more', 'intimately', 'involved', 'with', 'the', 'police', 'and', 'with', 'the', 'families', 'they', 'are', 'investigating']
The only real warmth in the film is that provided by the character Benny, a 12 year old from a broken family	['The', 'only', 'real', 'warmth', 'in', 'the', 'film', 'is', 'that', 'provided', 'by', 'the', 'character', 'Benny', ',', 'a', '12', 'year', 'old', 'from', 'a', 'broken', 'family']
Anne has her own way of patching things up	['Anne', 'has', 'her', 'own', 'way', 'of', 'patching', 'things', 'up']
She turns a blind eye to Benny's shoplifting and tries to help him as best she can	['She', 'turns', 'a', 'blind', 'eye', 'to', 'Benny', "'s", 'shoplifting', 'and', 'tries', 'to', 'help', 'him', 'as', 'best', 'she', 'can']
